Month bomb,Month temp,Month Drone,Date temp,Year temp,Country,Date Bomb,Year Bomb,Blast Day Type,Holiday Type,Time,City,Province,Location Category,Location Sensitivity,Open/Closed Space,Target Type,Targeted Sect if any,Explosive Weight (max),Date,Year Drone,Province-1,S#,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,S#-1,No of Strike,Total Died Max,Longitude,Latitude,Temperature(C)-1,AverageTemperature,AverageTemperatureUncertainty
9,9,9,01/09/2009,2009,Pakistan,12/09/2009,2009,Working Day,,5 min befor aftar,Hangu,KPK,Police,High,Closed,Police,None,NA,30/09/2009,2009,FATA,196,,,2,4,1,83,1,6,70.1455,32.9746,22.43,27.295,0.167
11,11,11,01/11/2008,2008,Pakistan,17/11/2008,2008,Working Day,,11:15:00 AM,Swat,KPK,Military,High,Open,Military,None,NA,22/11/2008,2008,FATA,138,,10,,8,1,40,1,5,70.1455,32.9746,8.75,16.505,0.205
4,4,4,01/04/2011,2011,Pakistan,03/04/2011,2011,Holiday,Weekend,around 5pm and second attack after 15min/5:16:00 PM and second attack after 25 min,D.G Khan,KPK,Religious,Medium,Open,Religious,Sunni,,13/04/2011,2011,FATA,308,42,50,100,114,2,229,1,7,69.9,33.0333,14.78,22.867,0.252
6,6,6,01/06/2009,2009,Pakistan,05/06/2009,2009,Working Day,,Jummah prayer time,Upper Dir,FATA,Religious,Medium,Closed,Religious,Sunni,NA,18/06/2009,2009,FATA,174,,40,50,70,1,66,1,9,69.9,33.0333,17.425,29.773,0.304
11,11,11,01/11/2010,2010,Pakistan,05/11/2010,2010,Working Day,,1:30:00 PM,Dara Adam khel,KPK,Religious,Medium,Closed,Religious,Sunni,15Kg,22/11/2010,2010,FATA,280,61,76,70,132,1,195,1,6,70.1455,32.9746,8.435,16.519,0.096
1,1,1,01/01/2010,2010,Pakistan,29/01/2010,2010,Working Day,,NA,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,06/01/2010,2010,FATA,242,16,17,26,47,1,99,1,25,70.1455,32.9746,6.26,10.956,0.356
10,10,10,01/10/2008,2008,Pakistan,09/10/2008,2008,Working Day,,12:55:00 PM,Khyber Agency,FATA,Mobile,High,Open,Foreigner,Christian,NA,09/10/2008,2008,FATA,126,,0,,0,1,30,1,9,70.1455,32.9746,19.255,23.498,0.211
12,12,12,01/12/2010,2010,Pakistan,25/12/2010,2010,Holiday,Christmas/ birthday of Quaid-e-Azam,NA,Bajaur Agency,FATA,Foreign,High,Closed,Police,None,NA,14/12/2010,2010,FATA,291,42,47,80,105,1,200,1,4,70.1455,32.9746,7.24,10.46,0.236
4,4,4,01/04/2007,2007,Pakistan,28/04/2007,2007,Working Day,,6:55 PM,Charsadda,KPK,Park/Ground,Low,Open,Government Official,None,NA,27/04/2007,2007,FATA,37,25,35,29,60,1,7,1,4,70.1455,32.9746,25.77,25.61,0.21
11,11,11,01/11/2008,2008,Pakistan,17/11/2008,2008,Working Day,,11:15:00 AM,Swat,KPK,Military,High,Open,Military,None,NA,29/11/2008,2008,FATA,138,,10,,8,1,41,1,3,70.1455,32.9746,13.46,16.505,0.205
10,10,10,01/10/2008,2008,Pakistan,10/10/2008,2008,Working Day,,NA,Orakzai Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,8 ft deep crater,09/10/2008,2008,FATA,127,40,85,90,200,1,30,1,9,70.1455,32.9746,19.255,23.498,0.211
10,10,10,01/10/2008,2008,Pakistan,06/10/2008,2008,Working Day,,4:45:00 PM,Bhakkar,Punjab,Residence,Medium,Closed,Government Official,None,NA,16/10/2008,2008,FATA,124,22,26,60,100,1,32,1,7,69.9,33.0333,15.875,23.498,0.211
3,3,3,01/03/2011,2011,Pakistan,30/03/2011,2011,Working Day,,10:45 AM/ 11:00 AM,Swabi,KPK,Police,High,Open,Government Official,None,8Kg,14/03/2011,2011,FATA,305,10,13,12,23,1,226,1,5,70.1455,32.9746,15.48,18.579,0.211
12,12,12,01/12/2009,2009,Pakistan,22/12/2009,2009,Working Day,,11:40 AM,Peshawar,KPK,Office Building,Low,Closed,Media,None,10 kg,08/12/2009,2009,FATA,232,1,3,21,24,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
11,11,11,01/11/2009,2009,Pakistan,02/11/2009,2009,Working Day,,10.40 AM,Rawalpindi,Punjab,Bank,Low,Open,Civilian,None,15Kg,18/11/2009,2009,FATA,213,35,38,60,65,1,88,1,5,70.1455,32.9746,5.025,16.174,0.304
12,12,12,01/12/2010,2010,Pakistan,23/12/2010,2010,Working Day,,NA,Islamabad,Capital,Religious,Medium,Closed,religious,Sunni,NA,16/12/2010,2010,FATA,289,,1,,2,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
5,5,5,01/05/2009,2009,Pakistan,27/05/2009,2009,Working Day,,10.10 AM/10:30 AM,Lahore,Punjab,Police,High,Open,Police,None,125 kg,09/05/2009,2009,FATA,171,26,27,320,370,1,62,1,10,69.9,33.0333,18.865,28.991,0.189
4,4,4,01/04/2009,2009,Pakistan,15/04/2009,2009,Working Day,,Evening,Charsadda,KPK,Police,High,Open,Police,None,100kg,04/04/2009,2009,FATA,166,16,18,5,10,1,58,2,13,70.1455,32.9746,15.57,22.792,0.216
8,8,8,01/08/2009,2009,Pakistan,16/08/2009,2009,Holiday,Weekend,NA,swat,KPK,Police,High,Open,Police,None,NA,05/08/2009,2009,FATA,189,,1,,3,1,73,1,3,69.9,33.0333,26.395,29.891,0.208
4,4,4,01/04/2010,2010,Pakistan,05/04/2010,2010,Working Day,,12:00 noon,Lower Dir,KPK,Hotel,Medium,Open,Government Official,None,NA,26/04/2010,2010,FATA,256,50,56,75,120,3,127,1,9,70.1455,32.9746,18.735,25.855,0.218
10,10,10,01/10/2010,2010,Pakistan,18/10/2010,2010,Working Day,,NA,Lakki marwat,KPK,Park/Ground,Low,Open,civilian,None,1200Kg,04/10/2010,2010,FATA,278,,,5,14,1,173,1,9,70.1455,32.9746,21.1,23.43,0.249
8,8,8,01/08/2009,2009,Pakistan,13/08/2009,2009,Working Day,,NA,South Waziristan,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,05/08/2009,2009,FATA,187,4,5,,,1,73,1,3,69.9,33.0333,26.395,29.891,0.208
8,8,8,01/08/2009,2009,Pakistan,15/08/2009,2009,Working Day,,10:00 AM,Swat,KPK,Police,High,Open,Police,None,NA,21/08/2009,2009,FATA,188,3,5,,4,1,75,1,13,69.9,33.0333,23.805,29.891,0.208
3,3,3,01/03/2010,2010,Pakistan,05/03/2010,2010,Working Day,,NA,Hangu,KPK,Mobile,Low,Open,Civilian,Shiite,12 kg,23/03/2010,2010,FATA,249,12,14,30,35,1,120,1,6,70.1455,32.9746,16.27,21.344,0.365
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,02/02/2010,2010,FATA,245,22,31,30,110,1,107,1,17,70.1455,32.9746,1.06,13.167,0.203
1,1,1,01/01/2012,2012,Pakistan,03/01/2012,2012,Working Day,,2:15 PM,Khyber Agency,FATA,Market,Low,open,Civilian,None,NA,12/01/2012,2012,FATA,339,,3,7,9,1,281,1,6,70.1455,32.9746,2.885,8.554,0.177
4,4,4,01/02/2011,2011,Pakistan,12/02/2011,2011,Working Day,,Saturday Morning,Malakand,KPK,Residence,Low,Closed,Military,None,NA,21/02/2011,2011,FATA,598,2,6,,,2,433,2,17,140.0455,66.0079,3.265,24.756,0.304
1,1,1,01/01/2010,2010,Pakistan,23/01/2010,2010,Working Day,,NA,Tank,KPK,Police,High,Open,Police,None,NA,08/01/2010,2010,FATA,241,4,5,3,11,1,100,1,10,70.1455,32.9746,4.175,10.956,0.356
9,9,9,01/09/2010,2010,Pakistan,09/09/2010,2010,Working Day,,12:30:00 PM,Quetta,Baluchistan,Residence,Medium,Open,Government Official,None,15 kg,12/09/2010,2010,FATA,276,2,5,3,6,1,158,1,5,70.1455,32.9746,22.35,26.11,0.208
3,3,3,01/03/2009,2009,Pakistan,23/03/2009,2009,Holiday,Pakistan Day,NA,Islamabad,Capital,Police,High,Open,Police,None,NA,25/03/2009,2009,FATA,159,,2,,8,1,55,1,8,69.9,33.0333,12.34,18.871,0.199
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,16/11/2010,2010,FATA,281,16,20,100,140,1,192,1,20,70.1455,32.9746,9.64,16.519,0.096
10,10,10,01/10/2009,2009,Pakistan,20/10/2009,2009,Working Day,,2:10:00 PM,Islamabad,Capital,Educational,Low,Closed,Civilian,None,16 Kg,15/10/2009,2009,FATA,210,5,6,29,40,2,84,1,10,70.1455,32.9746,14.825,22.055,0.179
10,10,10,01/10/2009,2009,Pakistan,24/10/2009,2009,Working Day,,late night,Chakwal,Punjab,Police,High,Open,police,None,NA,15/10/2009,2009,FATA,212,,1,,,1,84,1,10,70.1455,32.9746,14.825,22.055,0.179
7,7,7,01/07/2010,2010,Pakistan,12/07/2010,2010,Working Day,,NA,Kohat,KPK,Government,Low,Open,Government Official,None,NA,24/07/2010,2010,FATA,267,,0,,0,1,142,1,18,69.9,33.0333,24.5,29.965,0.175
6,6,6,01/03/2011,2011,Pakistan,03/03/2011,2011,Working Day,,,Hangu,KPK,Mobile,Low,Open,Police,None,400Kg,13/03/2011,2011,FATA,604,10,18,60,72,2,449,2,6,140.0455,66.0079,26.515,37.158,0.422
4,4,4,01/04/2013,2013,Pakistan,20/04/2013,2013,Working Day,,,Bajaur Agency,FATA,Office Building,High,Open,Civilian,None,#N/A,14/04/2013,2013,FATA,380,4,4,4,4,1,338,2,4,70.1455,32.9746,15.895,22.958,0.356
6,6,6,01/06/2009,2009,Pakistan,12/06/2009,2009,Working Day,,2.40 Pm,Nowshehra,KPK,Religious,Medium,Closed,Religious,Sunni,NA,14/06/2009,2009,FATA,179,4,7,63,105,1,65,1,5,69.9,33.0333,18.075,29.773,0.304
9,9,9,01/09/2012,2012,Pakistan,10/09/2012,2012,Working Day,,2:40pm,Kuram Agency,FATA,Market,Low,Open,Civilian,None,NA,22/09/2012,2012,FATA,356,14,15,40,80,1,318,1,4,70.1455,32.9746,18.245,26.238,0.228
12,12,12,01/12/2009,2009,Pakistan,22/12/2009,2009,Working Day,,11:40 AM,Peshawar,KPK,Office Building,Low,Closed,Media,None,10 kg,10/12/2009,2009,FATA,232,1,3,21,24,1,91,1,10,69.9,33.0333,3.005,11.959,0.179
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,8.42 pm,Lahore,Punjab,Market,Low,Open,Civilian,None,NA,10/12/2009,2009,FATA,227,38,45,100,135,2,91,1,10,69.9,33.0333,3.005,11.959,0.179
9,9,9,01/09/2008,2008,Pakistan,20/09/2008,2008,Working Day,,8:05:00 PM,Islamabad,Capital,Hotel,Medium,Closed,Foreigner,None,1000 Kg,04/09/2008,2008,FATA,120,40,60,200,300,1,23,1,6,70.1455,32.9746,24.8,26.585,0.241
6,6,6,01/06/2012,2012,Pakistan,28/06/2012,2012,Working Day,,,Quetta,Baluchistan,Mobile,Low,Open,Religious,Shiite,50kg,14/06/2012,2012,FATA,353,13,14,20,30,1,303,2,4,70.1455,32.9746,22.495,30.249,0.228
12,12,12,01/12/2010,2010,Pakistan,08/12/2010,2010,Working Day,,1:00:00 PM,Kohat,KPK,Transport,Low,Open,Civilian,None,10 kg,27/12/2010,2010,FATA,287,18,20,,32,1,203,6,25,70.1455,32.9746,3.085,10.46,0.236
12,12,12,01/12/2009,2009,Pakistan,01/12/2009,2009,Working Day,,NA,Swat,KPK,Residence,Medium,Closed,Government Official,None,10 Kg,26/12/2009,2009,FATA,223,1,2,11,30,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
7,7,7,01/07/2011,2011,Pakistan,24/07/2011,2011,Holiday,Weekend,,South waziristan,FATA,Military,High,Open,Military,NA,,05/07/2011,2011,FATA,323,,1,,7,1,250,1,4,70.1455,32.9746,24.455,30.039,0.169
3,3,3,01/03/2010,2010,Pakistan,05/03/2010,2010,Working Day,,NA,Hangu,KPK,Mobile,Low,Open,Civilian,Shiite,12 kg,21/03/2010,2010,FATA,249,12,14,30,35,1,119,1,8,70.1455,32.9746,18.455,21.344,0.365
1,1,1,01/01/2008,2008,Pakistan,17/01/2008,2008,Working Day,,6:00:00 PM/6:55PM,Peshawar,KPK,Religious,Medium,Closed,Religious,shiite,3 kg explosive and 3kg ball bearings,29/01/2008,2008,FATA,88,10,12,,25,1,11,1,13,70.1455,32.9746,2.18,7.382,0.159
5,5,5,01/05/2009,2009,Pakistan,11/05/2009,2009,Working Day,,9:30 AM,Dara Adam Khel,KPK,Police,High,Open,Police,None,NA,12/05/2009,2009,FATA,169,10,11,20,27,1,63,1,10,69.9,33.0333,22.4,28.991,0.189
1,1,1,01/01/2012,2012,Pakistan,14/01/2012,2012,Working Day,,2:00 PM,D.I Khan,KPK,Police,High,Open,Police,None,NA,12/01/2012,2012,FATA,340,4,8,7,10,3,281,1,6,70.1455,32.9746,2.885,8.554,0.177
10,10,10,01/10/2008,2008,Pakistan,03/10/2008,2008,Holiday,Eid-ul-Fitar,4:00:00 PM,Peshawar,KPK,Residence,Medium,Closed,Government Official,None,NA,03/10/2008,2008,FATA,123,4,5,,18,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
11,11,11,01/11/2008,2008,Pakistan,06/11/2008,2008,Working Day,,NA,Bajaur Agency,FATA,Park/Ground,Low,Open,Anti-Militants,Sunni,NA,07/11/2008,2008,FATA,135,16,23,31,45,1,37,4,16,70.1455,32.9746,16.685,16.505,0.205
6,6,6,01/06/2009,2009,Pakistan,12/06/2009,2009,Working Day,,After Friday prayers,Lahore,Punjab,Religious,Medium,Closed,Religious,Sunni,24Kg,23/06/2009,2009,FATA,178,5,7,5,12,1,67,1,50,69.9,33.0333,21.67,29.773,0.304
9,9,9,01/09/2009,2009,Pakistan,18/09/2009,2009,Working Day,,10:00 AM,Kohat,KPK,Market,Low,Open,Civilian,None,150 kg,24/09/2009,2009,FATA,198,30,37,50,60,1,80,1,12,69.9,33.0333,24.19,27.295,0.167
2,2,2,01/01/2012,2012,Pakistan,03/01/2012,2012,Working Day,,1:00 PM,Gujrat,Punjab,Park/Ground,Low,Open,Civilian,None,NA,10/01/2012,2012,FATA,674,,4,,,2,553,2,8,140.291,65.9492,0.61,17.108,0.354
2,2,2,01/02/2010,2010,Pakistan,22/02/2010,2010,Working Day,,4:20:00 AM,Swat,KPK,Mobile,High,Open,Military,None,NA,15/02/2010,2010,FATA,247,7,13,37,41,1,109,1,4,70.1455,32.9746,-1.24,13.167,0.203
3,3,3,01/03/2011,2011,Pakistan,03/03/2011,2011,Working Day,,,Hangu,KPK,Mobile,Low,Open,Police,None,400Kg,14/03/2011,2011,FATA,302,5,9,30,36,1,226,1,5,70.1455,32.9746,15.48,18.579,0.211
9,9,9,01/09/2009,2009,Pakistan,18/09/2009,2009,Working Day,,10:00 AM,Kohat,KPK,Market,Low,Open,Civilian,None,150 kg,14/09/2009,2009,FATA,198,30,37,50,60,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
5,5,5,01/05/2008,2008,Pakistan,06/05/2008,2008,Working Day,,8:40:00 AM/9:30:00 AM,Bannu,KPK,Police,High,Open,Police,None,NA,14/05/2008,2008,FATA,106,3,7,10,15,1,15,2,20,71.5,34.6833,27.24,28.656,0.268
11,11,11,01/11/2010,2010,Pakistan,30/11/2010,2010,Working Day,,8:45:00 AM,Bannu,KPK,Mobile,High,Open,Police,None,12 kg,19/11/2010,2010,FATA,284,2,6,6,22,1,193,1,4,70.1455,32.9746,10.02,16.519,0.096
12,12,12,01/12/2010,2010,Pakistan,07/12/2010,2010,Working Day,,NA,Quetta,Baluchistan,Transport,Low,Open,Government Official,None,NA,16/12/2010,2010,FATA,286,,,10,12,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
3,3,3,01/03/2011,2011,Pakistan,24/03/2011,2011,Working Day,,8:00 AM,Hangu,KPK,Police,High,Open,Police,None,250kg,16/03/2011,2011,FATA,304,5,8,25,30,1,227,1,6,70.1455,32.9746,15.56,18.579,0.211
12,12,12,01/12/2009,2009,Pakistan,28/12/2009,2009,Holiday,Ashura,6.30 pm,Muzaffarabad,AJK,Park/Ground,Medium,Open,Religious,Shiite,NA,26/12/2009,2009,FATA,235,10,15,81,100,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
6,6,6,01/03/2012,2012,Pakistan,04/03/2012,2012,Holiday,Weekend,,D.I Khan,KPK,Mobile,Low,Open,Police,None,NA,13/03/2012,2012,FATA,692,,0,,6,2,577,2,8,139.8,66.0666,7.32,35.238,0.574
3,3,3,01/03/2009,2009,Pakistan,02/03/2009,2009,Working Day,,NA,Pishin,Baluchistan,Educational,Low,Closed,Government Official,Sunni,NA,15/03/2009,2009,KPK,156,5,6,5,12,1,54,1,5,70.6042,32.9861,18.315,18.871,0.199
8,8,8,01/08/2010,2010,Pakistan,23/08/2010,2010,Working Day,,,South waziristan,FATA,Religious,Medium,Closed,Anti-Militants,Sunni,20Kg,14/08/2010,2010,FATA,271,26,30,,40,1,146,1,13,70.1455,32.9746,24.505,28.342,0.185
6,6,6,01/06/2009,2009,Pakistan,06/06/2009,2009,Working Day,,8:35 PM,Islamabad,Capital,Police,High,Closed,Police,None,NA,23/06/2009,2009,FATA,175,2,2,4,5,1,67,1,50,69.9,33.0333,21.67,29.773,0.304
10,10,10,01/10/2009,2009,Pakistan,15/10/2009,2009,Working Day,,NA,Lahore,Punjab,Police,High,Closed,Police,None,NA,24/10/2009,2009,FATA,208,,18,,50,,86,1,27,71.5,34.6833,19.145,22.055,0.179
1,1,1,01/01/2009,2009,Pakistan,23/01/2009,2009,Working Day,,,Swat,KPK,Military,High,open,Military,,,02/01/2009,2009,FATA,148,,2,11,25,1,48,2,4,69.9,33.0333,6.505,10.513,0.164
11,11,11,01/11/2008,2008,Pakistan,17/11/2008,2008,Working Day,,11:15:00 AM,Swat,KPK,Military,High,Open,Military,None,NA,19/11/2008,2008,KPK,138,,10,,8,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
3,3,3,01/03/2008,2008,Pakistan,01/03/2008,2008,Working Day,,NA,Bajaur Agency,FATA,Mobile,High,Open,Military,None,NA,16/03/2008,2008,FATA,98,,2,,23,1,13,6,20,69.9,33.0333,18.32,20.455,0.159
8,8,8,01/08/2008,2008,Pakistan,23/08/2008,2008,Working Day,,7:45:00 AM,Swat,KPK,Police,High,Open,Police,None,100Kg,20/08/2008,2008,FATA,115,7,15,,20,1,19,1,8,69.9,33.0333,25.555,28.229,0.258
10,10,10,01/10/2009,2009,Pakistan,16/10/2009,2009,Working Day,,2:45:00 PM,Peshawar,KPK,Military,High,Closed,Military,None,70 kg,24/10/2009,2009,FATA,209,14,15,15,24,1,86,1,27,71.5,34.6833,19.145,22.055,0.179
12,12,12,01/12/2009,2009,Pakistan,15/12/2009,2009,Working Day,,2.30 pm,D.G Khan,KPK,Residence,Medium,Open,Government Official,None,1000 KG,26/12/2009,2009,FATA,229,24,33,55,70,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
8,8,8,01/08/2009,2009,Pakistan,22/08/2009,2009,Working Day,,5:00 PM,Swat,KPK,Residence,Low,Closed,Police,None,NA,11/08/2009,2009,FATA,192,2,3,2,8,1,74,1,14,69.9,33.0333,25.44,29.891,0.208
12,12,12,01/12/2010,2010,Pakistan,07/12/2010,2010,Working Day,,NA,Quetta,Baluchistan,Transport,Low,Open,Government Official,None,NA,27/12/2010,2010,FATA,286,,,10,12,1,203,6,25,70.1455,32.9746,3.085,10.46,0.236
11,11,11,01/11/2008,2008,Pakistan,20/11/2008,2008,Working Day,,during maghrib prayer,Bajaur Agency,FATA,Religious,Medium,Closed,Religious,Sunni,,19/11/2008,2008,KPK,139,,9,,,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
4,4,4,01/04/2010,2010,Pakistan,28/04/2010,2010,Working Day,,4:05:00 AM,Peshawar,KPK,Police,High,Open,Police,None,300 kg,16/04/2010,2010,FATA,261,4,5,11,14,1,125,1,6,70.1455,32.9746,19.385,25.855,0.218
1,1,1,01/01/2009,2009,Pakistan,23/01/2009,2009,Working Day,,,Swat,KPK,Military,High,open,Military,,,01/01/2009,2009,FATA,148,,2,11,25,1,47,1,5,69.9,33.0333,6.505,10.513,0.164
5,5,5,01/05/2012,2012,Pakistan,04/05/2012,2012,Working Day,,7:45 AM,Bajaur Agency,FATA,Market,Low,Open,Police,None,N/A,05/05/2012,2012,FATA,351,24,26,40,75,1,293,1,10,70.1455,32.9746,18.455,28.015,0.247
12,12,12,01/12/2010,2010,Pakistan,10/12/2010,2010,Working Day,,4:00:00 PM,Hangu,KPK,Hospital,Low,Closed,civilian,None,400 KG,06/12/2010,2010,FATA,288,10,17,16,30,1,198,1,7,70.1455,32.9746,5.08,10.46,0.236
11,11,11,01/11/2009,2009,Pakistan,19/11/2009,2009,Working Day,,10.20 am,Peshawar,KPK,Government,High,Open,Government Official,None,10 kg,05/11/2009,2009,FATA,222,20,22,46,50,1,87,1,6,70.1455,32.9746,14.735,16.174,0.304
11,11,11,01/11/2009,2009,Pakistan,13/11/2009,2009,Working Day,,6.45 AM,Peshawar,KPK,Military,High,Open,Military,None,400Kg,20/11/2009,2009,FATA,218,10,13,47,70,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
3,3,3,01/03/2010,2010,Pakistan,12/03/2010,2010,Working Day,,12:45:00 PM,Lahore,Punjab,Military,High,Open,Military,Sunni,12 kg,08/03/2010,2010,FATA,251,43,57,90,100,2,113,1,5,70.1455,32.9746,9.855,21.344,0.365
12,12,12,01/12/2009,2009,Pakistan,17/12/2009,2009,Working Day,,,Bannu,KPK,Residence,Medium,Closed,Government Official,None,NA,26/12/2009,2009,FATA,230,,0,,0,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
3,3,3,01/01/2011,2011,Pakistan,27/01/2011,2011,Working Day,,,Bajaur Agency,FATA,Military,High,Open,Military,None,NA,23/01/2011,2011,FATA,885,,0,,0,3,639,3,13,210.4365,98.9238,6.825,27.498,0.762
6,6,6,01/06/2012,2012,Pakistan,28/06/2012,2012,Working Day,,,Quetta,Baluchistan,Mobile,Low,Open,Religious,Shiite,50kg,26/06/2012,2012,FATA,353,13,14,20,30,1,304,1,5,70.1455,32.9746,23.33,30.249,0.228
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Quetta,Baluchistan,Park/Ground,Low,Open,Civilian,None,15Kg,09/09/2010,2010,FATA,273,54,62,150,200,1,157,1,6,70.1455,32.9746,22.25,26.11,0.208
11,11,11,01/11/2010,2010,Pakistan,05/11/2010,2010,Working Day,,1:30:00 PM,Dara Adam khel,KPK,Religious,Medium,Closed,Religious,Sunni,15Kg,01/11/2010,2010,FATA,280,61,76,70,132,1,186,1,6,70.1455,32.9746,14.045,16.519,0.096
11,11,11,01/11/2009,2009,Pakistan,02/11/2009,2009,Working Day,,10.40 AM,Rawalpindi,Punjab,Bank,Low,Open,Civilian,None,15Kg,20/11/2009,2009,FATA,213,35,38,60,65,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
5,5,5,01/05/2013,2013,Pakistan,08/05/2013,2013,Working Day,,5:30am,Bannu,KPK,Police,High,Open,Police,None,,29/05/2013,2013,FATA,385,2,3,23,27,,340,2,7,70.1455,32.9746,20.885,28.38,0.321
10,10,10,01/10/2008,2008,Pakistan,29/10/2008,2008,Working Day,,2:15:00 PM,Bannu,KPK,Military,High,Open,Military,None,NA,16/10/2008,2008,FATA,130,,,,14,1,32,1,7,69.9,33.0333,15.875,23.498,0.211
11,11,11,01/11/2010,2010,Pakistan,05/11/2010,2010,Working Day,,1:30:00 PM,Dara Adam khel,KPK,Religious,Medium,Closed,Religious,Sunni,15Kg,28/11/2010,2010,FATA,280,61,76,70,132,1,197,1,4,70.1455,32.9746,6.815,16.519,0.096
4,4,4,01/04/2010,2010,Pakistan,19/04/2010,2010,Working Day,,12:30:00 PM,Peshawar,KPK,Park/Ground,Low,Open,Anti-Militants,Sunni,8 kg,24/04/2010,2010,FATA,260,23,24,27,49,1,126,1,9,70.1455,32.9746,18.235,25.855,0.218
10,10,10,01/10/2008,2008,Pakistan,09/10/2008,2008,Working Day,,12:55:00 PM,Khyber Agency,FATA,Mobile,High,Open,Foreigner,Christian,NA,03/10/2008,2008,FATA,126,,0,,0,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
1,1,1,01/01/2010,2010,Pakistan,06/01/2010,2010,Working Day,,6:50:00 AM,Sudhanoti,AJK,Military,High,Open,Military,None,NA,19/01/2010,2010,FATA,237,,4,11,12,1,105,1,6,70.1455,32.9746,6.12,10.956,0.356
12,12,12,01/12/2008,2008,Pakistan,09/12/2008,2008,Working Day,,NA,Buner,KPK,Park/Ground,Low,Open,Government Official,None,NA,11/12/2008,2008,FATA,144,,1,,4,1,43,1,7,69.9,33.0333,7,12.283,0.177
11,11,11,01/11/2007,2007,Pakistan,24/11/2007,2007,Working Day,,7:50:00 AM,Rawalpindi,Punjab,Military,High,Open,Military,None,NA,02/11/2007,2007,FATA,75,,1,2,5,1,9,1,10,70.1455,32.9746,15.325,17.667,0.246
4,4,4,01/04/2010,2010,Pakistan,18/04/2010,2010,Holiday,Weekend,7:15:00 AM,Kohat,KPK,Police,High,Closed,Police,None,250 kg,12/04/2010,2010,FATA,259,,7,30,32,1,123,1,10,70.1455,32.9746,17.72,25.855,0.218
3,3,3,01/03/2012,2012,Pakistan,04/03/2012,2012,Holiday,Weekend,,D.I Khan,KPK,Mobile,Low,Open,Police,None,NA,30/03/2012,2012,FATA,346,,0,,3,1,291,3,4,70.1455,32.9746,18.035,17.619,0.287
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,NA,Poonch,AJK,Mobile,Low,open,Military,,NA,21/11/2010,2010,FATA,282,,0,,2,1,194,1,9,70.1455,32.9746,9.525,16.519,0.096
11,11,11,01/11/2012,2012,Pakistan,07/11/2012,2012,Working Day,,,Peshawar,KPK,Mobile,High,Open,Police,None,7kg-8kg,29/11/2012,2012,FATA,359,6,8,28,37,1,324,1,4,70.1455,32.9746,5.07,16.909,0.36
10,10,10,01/10/2008,2008,Pakistan,26/10/2008,2008,Holiday,Weekend,9:45:00 PM,Mohmand Agency,FATA,Military,High,Open,Military,None,NA,11/10/2008,2008,FATA,129,11,10,,5,1,31,2,9,70.1455,32.9746,22.595,23.498,0.211
3,3,3,01/03/2009,2009,Pakistan,23/03/2009,2009,Holiday,Pakistan Day,NA,Islamabad,Capital,Police,High,Open,Police,None,NA,15/03/2009,2009,KPK,159,,2,,8,1,54,1,5,70.6042,32.9861,18.315,18.871,0.199
9,9,9,01/09/2010,2010,Pakistan,09/09/2010,2010,Working Day,,12:30:00 PM,Quetta,Baluchistan,Residence,Medium,Open,Government Official,None,15 kg,27/09/2010,2010,FATA,276,2,5,3,6,1,170,1,4,70.1455,32.9746,19.395,26.11,0.208
4,4,4,01/04/2011,2011,Pakistan,07/04/2011,2011,Working Day,,7:50 AM,Quetta,Baluchistan,Residence,Medium,Open,Police,None,180kg,13/04/2011,2011,FATA,310,,1,17,19,1,229,1,7,69.9,33.0333,14.78,22.867,0.252
6,6,6,01/03/2011,2011,Pakistan,09/03/2011,2011,Working Day,,,Peshawar,KPK,Park/Ground,Low,Open,Anti-Militants,Sunni,16Kg,08/03/2011,2011,FATA,606,74,86,,104,2,441,2,10,140.0455,66.0079,9.875,37.158,0.422
